"var","label","labels"
"qf306_a_3","与子女3联系频率","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:几乎每天, 2:一周3-4次, 3:一周1-2次, 4:一月2-3次, 5:一月一次, 6:几个月一次, 7:从不"
"xchildpid_a_4","受访者子女4（F模块）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qf1_a_4","同子女4关系如何","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:很不亲近, 2:不大亲近, 3:一般, 4:亲近, 5:很亲近, 6:不是我的子女, 7:已去世"
"qf201_a_4","是否向子女4提供经济帮助","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qf202_a_4","向子女4提供经济帮助的额度（元）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qf203_a_4","是否帮子女4料理家务看孩子","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qf204_a_4","帮子女4料理家务看孩子的频率","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:几乎每天, 2:一周3-4天, 3:一周1-2天, 4:一月2-3天, 5:一月一天, 6:几个月一天, 7:从不"
"qf301_a_4","子女4是否向你提供经济帮助","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qf302_a_4","子女4向你提供经济帮助的额度（元）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qf303_a_4","子女4是否帮你料理家务或照顾你的饮食起居","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qf304_a_4","子女4帮你料理家务或照顾你的饮食起居的频率","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:几乎每天, 2:一周3-4天, 3:一周1-2天, 4:一月2-3天, 5:一月一天, 6:几个月一天, 7:从不"
"qf305_a_4","与子女4见面频率","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:几乎每天, 2:一周3-4次, 3:一周1-2次, 4:一月2-3次, 5:一月一次, 6:几个月一次, 7:从不"
"qf306_a_4","与子女4联系频率","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:几乎每天, 2:一周3-4次, 3:一周1-2次, 4:一月2-3次, 5:一月一次, 6:几个月一次, 7:从不"
"xchildpid_a_5","受访者子女5（F模块）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qf1_a_5","同子女5关系如何","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:很不亲近, 2:不大亲近, 3:一般, 4:亲近, 5:很亲近, 6:不是我的子女, 7:已去世"
"qf201_a_5","是否向子女5提供经济帮助","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qf202_a_5","向子女5提供经济帮助的额度（元）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qf203_a_5","是否帮子女5料理家务看孩子","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qf204_a_5","帮子女5料理家务看孩子的频率","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:几乎每天, 2:一周3-4天, 3:一周1-2天, 4:一月2-3天, 5:一月一天, 6:几个月一天, 7:从不"
"qf301_a_5","子女5是否向你提供经济帮助","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qf302_a_5","子女5向你提供经济帮助的额度（元）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qf303_a_5","子女5是否帮你料理家务或照顾你的饮食起居","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qf304_a_5","子女5帮你料理家务或照顾你的饮食起居的频率","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:几乎每天, 2:一周3-4天, 3:一周1-2天, 4:一月2-3天, 5:一月一天, 6:几个月一天, 7:从不"
"qf305_a_5","与子女5见面频率","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:几乎每天, 2:一周3-4次, 3:一周1-2次, 4:一月2-3次, 5:一月一次, 6:几个月一次, 7:从不"
"qf306_a_5","与子女5联系频率","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:几乎每天, 2:一周3-4次, 3:一周1-2次, 4:一月2-3次, 5:一月一次, 6:几个月一次, 7:从不"
"xchildpid_a_6","受访者子女6（F模块）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qf1_a_6","同子女6关系如何","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:很不亲近, 2:不大亲近, 3:一般, 4:亲近, 5:很亲近, 6:不是我的子女, 7:已去世"
"qf201_a_6","是否向子女6提供经济帮助","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qf202_a_6","向子女6提供经济帮助的额度（元）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qf203_a_6","是否帮子女6料理家务看孩子","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qf301_a_6","子女6是否向你提供经济帮助","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qf302_a_6","子女6向你提供经济帮助的额度（元）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qf303_a_6","子女6是否帮你料理家务或照顾你的饮食起居","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qf304_a_6","子女6帮你料理家务或照顾你的饮食起居的频率","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:几乎每天, 2:一周3-4天, 3:一周1-2天, 4:一月2-3天, 5:一月一天, 6:几个月一天, 7:从不"
"qf305_a_6","与子女6见面频率","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:几乎每天, 2:一周3-4次, 3:一周1-2次, 4:一月2-3次, 5:一月一次, 6:几个月一次, 7:从不"
"qf306_a_6","与子女6联系频率","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:几乎每天, 2:一周3-4次, 3:一周1-2次, 4:一月2-3次, 5:一月一次, 6:几个月一次, 7:从不"
"xchildpid_a_7","受访者子女7（F模块）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qf1_a_7","同子女7关系如何","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:很不亲近, 2:不大亲近, 3:一般, 4:亲近, 5:很亲近, 6:不是我的子女, 7:已去世"
"qf201_a_7","是否向子女7提供经济帮助","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qf203_a_7","是否帮子女7料理家务看孩子","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qf301_a_7","子女7是否向你提供经济帮助","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qf302_a_7","子女7向你提供经济帮助的额度（元）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qf303_a_7","子女7是否帮你料理家务或照顾你的饮食起居","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qf304_a_7","子女7帮你料理家务或照顾你的饮食起居的频率","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:几乎每天, 2:一周3-4天, 3:一周1-2天, 4:一月2-3天, 5:一月一天, 6:几个月一天, 7:从不"
"qf305_a_7","与子女7见面频率","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:几乎每天, 2:一周3-4次, 3:一周1-2次, 4:一月2-3次, 5:一月一次, 6:几个月一次, 7:从不"
"qf306_a_7","与子女7联系频率","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:几乎每天, 2:一周3-4次, 3:一周1-2次, 4:一月2-3次, 5:一月一次, 6:几个月一次, 7:从不"
"xchildpid_a_8","受访者子女8（F模块）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qf1_a_8","同子女8关系如何","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:很不亲近, 2:不大亲近, 3:一般, 4:亲近, 5:很亲近, 6:不是我的子女, 7:已去世"
"qf201_a_8","是否向子女8提供经济帮助","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qf203_a_8","是否帮子女8料理家务看孩子","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qf301_a_8","子女8是否向你提供经济帮助","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qf302_a_8","子女8向你提供经济帮助的额度（元）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qf303_a_8","子女8是否帮你料理家务或照顾你的饮食起居","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qf305_a_8","与子女8见面频率","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:几乎每天, 2:一周3-4次, 3:一周1-2次, 4:一月2-3次, 5:一月一次, 6:几个月一次, 7:从不"
"qf306_a_8","与子女8联系频率","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:几乎每天, 2:一周3-4次, 3:一周1-2次, 4:一月2-3次, 5:一月一次, 6:几个月一次, 7:从不"
"qf5_a_1","与父亲关系如何","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:很不亲近, 2:不大亲近, 3:一般, 4:亲近, 5:很亲近, 6:不是我的子女, 7:已去世"
"qf601_a_1","是否向父亲提供经济帮助","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qf602_a_1","向父亲提供经济帮助的额度","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qf603_a_1","是否料理家务或照顾父亲","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qf604_a_1","料理家务或照顾父亲的频率","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:几乎每天, 2:一周3-4天, 3:一周1-2天, 4:一月2-3天, 5:一月一天, 6:几个月一天, 7:从不"
"qf701_a_1","父亲是否提供经济帮助","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qf702_a_1","父亲提供经济帮助数额（元）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qf703_a_1","父亲是否帮你料理家务","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qf704_a_1","父亲帮你料理家务的频率","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:几乎每天, 2:一周3-4天, 3:一周1-2天, 4:一月2-3天, 5:一月一天, 6:几个月一天, 7:从不"
"qf705_a_1","与父亲见面频率","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:几乎每天, 2:一周3-4次, 3:一周1-2次, 4:一月2-3次, 5:一月一次, 6:几个月一次, 7:从不"
"qf706_a_1","与父亲联系频率","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:几乎每天, 2:一周3-4次, 3:一周1-2次, 4:一月2-3次, 5:一月一次, 6:几个月一次, 7:从不"
"qf5_a_2","与母亲关系如何","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:很不亲近, 2:不大亲近, 3:一般, 4:亲近, 5:很亲近, 6:不是我的子女, 7:已去世"
"qf601_a_2","是否向母亲提供经济帮助","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qf602_a_2","向母亲提供经济帮助的额度","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qf603_a_2","是否料理家务或照顾母亲","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qf604_a_2","料理家务或照顾母亲的频率","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:几乎每天, 2:一周3-4天, 3:一周1-2天, 4:一月2-3天, 5:一月一天, 6:几个月一天, 7:从不"
"qf701_a_2","母亲是否提供经济帮助","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qf702_a_2","母亲提供经济帮助数额（元）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qf703_a_2","母亲是否帮你料理家务","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qf704_a_2","目前帮你料理家务的频率","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:几乎每天, 2:一周3-4天, 3:一周1-2天, 4:一月2-3天, 5:一月一天, 6:几个月一天, 7:从不"
"qf705_a_2","与母亲见面频率","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:几乎每天, 2:一周3-4次, 3:一周1-2次, 4:一月2-3次, 5:一月一次, 6:几个月一次, 7:从不"
"qf706_a_2","与母亲联系频率","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:几乎每天, 2:一周3-4次, 3:一周1-2次, 4:一月2-3次, 5:一月一次, 6:几个月一次, 7:从不"
"qk5","向谁诉说烦恼","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:从不向他人诉说, 2:父母, 3:兄弟姐妹, 4:外公/外婆/爷爷/奶奶, 5:家里其他人, 6:老师, 7:同学, 8:从小玩到大的伙伴, 9:网友/朋友, 10:心理辅导人员, 11:在日记里倾诉, 77:其他"
"qk6","你和谁在一起","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:总是知道, 2:大部分时候知道, 3:有时候知道, 4:偶尔知道, 5:从不知道"
"qk7m","你有零花钱吗","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:没有数据, 1:有, 5:没有, 79:情况不适用"
"qk701m","每月零花钱数（元/月）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qk702","零花钱最主要的来源","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:父母, 3:祖父母/外祖父母, 5:自己兼职打工, 77:其他"
"qk703","自觉零花钱合适数(元/月)","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"wl6","是否乘坐过火车","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"wl7","是否乘坐过飞机","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qu201","是否移动上网","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qu202","是否电脑上网","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qu201a","移动设备上网时长（分钟）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qu202a","电脑上网时长（分钟）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qu91","是否玩网络游戏","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qu911","是否每天玩网络游戏","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qu92","是否网上购物","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qu921","是否每天网上购物","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qu93","是否看短视频","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qu931","是否每天看短视频","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qu94","是否网络学习","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qu941","是否每天网络学习","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qu11","是否使用微信","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qu111","朋友圈分享频率","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:几乎每天, 2:一周3-4次, 3:一周1-2次, 4:一月2-3次, 5:一月一次, 6:几个月一次, 7:从不"
"qu951","网络对工作重要性","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qu952","网络对休闲娱乐重要性","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qu953","网络对与家人和朋友保持联系重要性","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qu954","网络对学习重要性","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qu955","网络对日常生活重要性","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qu801","电视作为信息渠道的重要程度","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qu802","互联网作为信息渠道的重要程度","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qu803","报纸、期刊杂志作为信息渠道的重要程度","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qu804","广播作为信息渠道的重要程度","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qu805","手机短信作为信息渠道的重要程度","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qu806","他人转告作为信息渠道的重要程度","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qm2011","人缘关系有多好(分)","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qm2016","有多幸福(分)","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qm6","大部分人乐于助人还是自私","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:大部分人是乐于助人的, 5:大部分人是自私的"
"qn1001","喜欢信任还是怀疑别人","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:大多数人是可以信任的, 5:要越小心越好"
"qn10021","对父母的信任度","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qn10022","对邻居的信任度","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qn10023","对美国人的信任度","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qn10024","对陌生人的信任度","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qn10025","对本地政府官员的信任度","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qn10026","对医生的信任度","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"wv102","公平竞争才有和谐人际","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:十分不同意, 2:不同意, 3:同意, 4:十分同意, 5:既不同意也不反对, 6:不知道, 79:情况不适用"
"wv103","财富反映个人成就","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:十分不同意, 2:不同意, 3:同意, 4:十分同意, 5:既不同意也不反对, 6:不知道, 79:情况不适用"
"wv104","努力工作能有回报","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:十分不同意, 2:不同意, 3:同意, 4:十分同意, 5:既不同意也不反对, 6:不知道, 79:情况不适用"
"wv105","聪明才干能得回报","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:十分不同意, 2:不同意, 3:同意, 4:十分同意, 5:既不同意也不反对, 6:不知道, 79:情况不适用"
"wv106","成大事难免腐败","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:十分不同意, 2:不同意, 3:同意, 4:十分同意, 5:既不同意也不反对, 6:不知道, 79:情况不适用"
"wv107","有关系比有能力重要","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:十分不同意, 2:不同意, 3:同意, 4:十分同意, 5:既不同意也不反对, 6:不知道, 79:情况不适用"
"wv108","提高生活水平机会很大","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:十分不同意, 2:不同意, 3:同意, 4:十分同意, 5:既不同意也不反对, 6:不知道, 79:情况不适用"
"wv101","经济繁荣要拉大收入差距","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:十分不同意, 2:不同意, 3:同意, 4:十分同意, 5:既不同意也不反对, 6:不知道, 79:情况不适用"
"qm501a","男女社会压力比较","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:男性, 3:女性, 5:二者面临同样压力"
"qm991","照料投入","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qm992","父母陪伴","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qm1101","男女分工","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qm1102","女人婚姻","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qm1103","女人子女","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qm1104","男人家务","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qn12012","对自己生活满意度","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qn12016","对自己未来信心程度","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qn8011","您的收入在本地","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 79:情况不适用"
"qn8012","您的地位","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 79:情况不适用"
"qm20","领袖气质",":"
"qm3011","家庭社会地位（分）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qm3012","家庭经济条件（分）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qm3013","孩子的受教育程度（分）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qm3014","孩子的天赋（分）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qm3015","孩子的努力程度（分）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qm3016","孩子的运气（分）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qm3017","家里有关系（分）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qme201","为了年老时有人帮助","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:十分不同意, 2:不同意, 3:同意, 4:十分同意, 5:既不同意也不反对, 6:不知道, 79:情况不适用"
"qme202","为了延续家族香火","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:十分不同意, 2:不同意, 3:同意, 4:十分同意, 5:既不同意也不反对, 6:不知道, 79:情况不适用"
"qme203","为从经济上帮助家庭","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:十分不同意, 2:不同意, 3:同意, 4:十分同意, 5:既不同意也不反对, 6:不知道, 79:情况不适用"
"qme204","为看孩子长大的喜悦","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:十分不同意, 2:不同意, 3:同意, 4:十分同意, 5:既不同意也不反对, 6:不知道, 79:情况不适用"
"qme205","为子女在身边的快乐","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:十分不同意, 2:不同意, 3:同意, 4:十分同意, 5:既不同意也不反对, 6:不知道, 79:情况不适用"
"qme206","为感受有宝宝的喜悦","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:十分不同意, 2:不同意, 3:同意, 4:十分同意, 5:既不同意也不反对, 6:不知道, 79:情况不适用"
"qme207","为使家庭更重要","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:十分不同意, 2:不同意, 3:同意, 4:十分同意, 5:既不同意也不反对, 6:不知道, 79:情况不适用"
"qme208","为增强责任心","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:十分不同意, 2:不同意, 3:同意, 4:十分同意, 5:既不同意也不反对, 6:不知道, 79:情况不适用"
"qme209","为增加亲属联系","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:十分不同意, 2:不同意, 3:同意, 4:十分同意, 5:既不同意也不反对, 6:不知道, 79:情况不适用"
"qn201_b_1","通过电视了解政治(天/周)","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qn202","通过网络了解政治(天/周)","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qn203","通过过网站发表政治言论","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qn4001","是否是党员","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qn402","入党时间（年）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qn4002","是否是团员","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qn4004","是否是宗教信仰团体成员","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qn4003","是否是工会成员","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
